4507-16021-0054, F, known, 4.3, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0054.wav
4507-16021-0003, F, known, 4.9, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0003.wav
4507-16021-0056, F, known, 6.3, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0056.wav
4507-16021-0022, F, known, 6.2, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0022.wav
4507-16021-0057, F, known, 4.6, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0057.wav
4507-16021-0052, F, known, 6.3, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0052.wav
4507-16021-0006, F, known, 2.1, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0006.wav
4507-16021-0015, F, known, 3.9, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0015.wav
4507-16021-0047, F, known, 35.0, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0047.wav
4507-16021-0025, F, known, 9.2, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0025.wav
4507-16021-0000, F, known, 2.6, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0000.wav
4507-16021-0026, F, known, 31.6, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0026.wav
4507-16021-0050, F, known, 3.9, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0050.wav
4507-16021-0009, F, known, 11.3, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0009.wav
4507-16021-0023, F, known, 12.1, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0023.wav
4507-16021-0034, F, known, 11.3, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0034.wav
4507-16021-0004, F, known, 2.1, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0004.wav
4507-16021-0017, F, known, 10.6, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0017.wav
4507-16021-0032, F, known, 28.1, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0032.wav
4507-16021-0033, F, known, 5.5, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0033.wav
4507-16021-0014, F, known, 6.1, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0014.wav
4507-16021-0043, F, known, 4.0, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0043.wav
4507-16021-0042, F, known, 10.4, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0042.wav
4507-16021-0055, F, known, 7.2, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0055.wav
4507-16021-0044, F, known, 2.2, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0044.wav
4507-16021-0018, F, known, 3.4, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0018.wav
4507-16021-0051, F, known, 6.2, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0051.wav
4507-16021-0058, F, known, 3.1, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0058.wav
4507-16021-0027, F, known, 2.0, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0027.wav
4507-16021-0028, F, known, 3.3, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0028.wav
4507-16021-0021, F, known, 14.5, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0021.wav
4507-16021-0005, F, known, 4.2, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0005.wav
4507-16021-0031, F, known, 14.3, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0031.wav
4507-16021-0002, F, known, 3.2, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0002.wav
4507-16021-0019, F, known, 2.9, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0019.wav
4507-16021-0008, F, known, 3.6, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0008.wav
4507-16021-0030, F, known, 14.8, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0030.wav
4507-16021-0049, F, known, 5.9, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0049.wav
4507-16021-0011, F, known, 5.6, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0011.wav
4507-16021-0038, F, known, 3.9, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0038.wav
4507-16021-0035, F, known, 7.5, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0035.wav
4507-16021-0041, F, known, 3.0, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0041.wav
4507-16021-0001, F, known, 11.3, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0001.wav
4507-16021-0059, F, known, 6.2, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0059.wav
4507-16021-0037, F, known, 5.3, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0037.wav
4507-16021-0020, F, known, 22.5, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0020.wav
4507-16021-0016, F, known, 17.3, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0016.wav
4507-16021-0024, F, known, 5.1, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0024.wav
4507-16021-0048, F, known, 5.2, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0048.wav
4507-16021-0040, F, known, 3.9, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0040.wav
4507-16021-0039, F, known, 15.4, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0039.wav
4507-16021-0045, F, known, 4.9, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0045.wav
4507-16021-0007, F, known, 2.6, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0007.wav
4507-16021-0053, F, known, 8.1, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0053.wav
4507-16021-0029, F, known, 3.9, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0029.wav
4507-16021-0012, F, known, 2.7, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0012.wav
4507-16021-0036, F, known, 5.4, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0036.wav
4507-16021-0010, F, known, 15.2, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0010.wav
4507-16021-0046, F, known, 4.6, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0046.wav
4507-16021-0013, F, known, 10.4, /home/xks/dataset/librispeech/test-clean//4507/16021/4507-16021-0013.wav
5142-36377-0021, F, known, 18.9, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0021.wav
5142-36377-0017, F, known, 4.7, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0017.wav
5142-36377-0022, F, known, 11.2, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0022.wav
5142-36377-0010, F, known, 4.3, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0010.wav
5142-36377-0008, F, known, 15.4, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0008.wav
5142-36377-0024, F, known, 5.8, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0024.wav
5142-36377-0005, F, known, 7.1, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0005.wav
5142-36377-0002, F, known, 5.6, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0002.wav
5142-36377-0020, F, known, 4.5, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0020.wav
5142-36377-0023, F, known, 5.8, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0023.wav
5142-36377-0018, F, known, 5.0, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0018.wav
5142-36377-0011, F, known, 2.2, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0011.wav
5142-36377-0009, F, known, 5.1, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0009.wav
5142-36377-0004, F, known, 5.5, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0004.wav
5142-36377-0006, F, known, 4.6, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0006.wav
5142-36377-0015, F, known, 4.3, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0015.wav
5142-36377-0014, F, known, 25.4, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0014.wav
5142-36377-0001, F, known, 5.4, /home/xks/dataset/librispeech/test-clean//5142/36377/5142-36377-0001.wav
